SYX,0
RFD,0
JAC,0
RKD,0
BHB,0
TVC,0
BTM,0
BZN,0
EVV,0
LEX,0
ROA,0
CHO,0
SDF,0
RDN,0
APF,0
MHT,0
AYQ,0
HVN,0
URT,0
TAG,0
EMD,0
NAV,0
SCT,0
AAY,0
AXK,0
HOD,0
BUS,0
LWN,0
PLQ,0
KUN,0
DAB,0
SBA,0
MRY,0
ITH,0
ELM,0
PUW,0
THS,0
KKC,0
UBP,0
KOP,0
NST,0
CEI,0
SOC,0
WGP,0
BMU,0
MOF,0
PKY,0
TNJ,0
TJQ,0
SRG,0
MLG,0
KDI,0
NAH,0
YNG,0
FLO,0
VPS,0
CPR,0
VDZ,0
PWM,0
ILG,0
SIT,0
AEX,0
LNY,0
TYR,0
BTR,0
ILM,0
FOE,0
AMA,0
PSP,0
ART,0
CDC,0
BUF,0
COS,0
MOD,0
CHS,0
SCK,0
JHM,0
BLV,0
SAF,0
MOB,0
BLI,0
GRK,0
PBG,0
TXK,0
MCN,0
SUX,0
HOB,0
SYR,0
CRP,0
DHN,0
BRO,0
ROW,0
ONT,0
MLU,0
EWN,0
DSM,0
OGS,0
COU,0
ABI,0
MKE,0
CLL,0
DRO,0
BTV,0
CIC,0
SJT,0
MKK,0
AUG,0
ACT,0
TLH,0
AOO,0
LRD,0
FAT,0
GRR,0
SPS,0
MQT,0
LCK,0
MLB,0
TBN,0
HOM,0
SWF,0
ISN,0
AGS,0
GRB,0
HIB,0
SBY,0
PVD,0
TUS,0
IAG,0
ENA,0
DAY,0
TEB,0
ROC,0
SAV,0
BPT,0
ORF,0
SHV,0
HVR,0
LIH,0
DLH,0
CNM,0
YUM,0
JBR,0
IPT,0
LGB,0
JAN,0
PNS,0
CAE,0
HRL,0
ELP,0
BFL,0
MSS,0
MUE,0
LAN,0
LNK,0
MDT,0
INL,0
PQI,0
PUB,0
ACY,0
LCH,0
HLN,0
MOT,0
GCK,0
LFT,0
HON,0
GEG,0
GGG,0
BGR,0
HRO,0
DLG,0
MSN,0
PRC,0
HNM,0
FSM,0
ILI,0
STG,0
SNP,0
ITO,0
PIZ,0
NTQ,0
MDG,0
HTN,0
XIC,0
WGA,0
TMW,0
NLK,0
DBO,0
CFS,0
CBR,0
LEA,0
KNX,0
KGI,0
KTA,0
HBA,0
MEB,0
ABX,0
AVV,0
WEI,0
PPP,0
MCY,0
ABM,0
DIL,0
TGG,0
LGK,0
IPH,0
KTE,0
KUA,0
KBR,0
AOR,0
BTJ,0
BKS,0
DJB,0
LBU,0
LDU,0
LMN,0
BTU,0
BXB,0
LUW,0
TTE,0
PSJ,0
PLW,0
GTO,0
MKQ,0
WMX,0
BIK,0
SNW,0
AKY,0
PBU,0
KYP,0
KET,0
NYU,0
PQC,0
HUI,0
LOE,0
SNO,0
UTH,0
TST,0
HDY,0
UNN,0
NAW,0
PHS,0
PRH,0
LPT,0
UTP,0
TRZ,0
IXZ,0
IXE,0
IXM,0
VGA,0
AGX,0
BIR,0
PKR,0
BWA,0
ZVK,0
IXL,0
LUH,0
,0
IXJ,0
JAI,0
JDH,0
GWL,0
DED,0
IXC,0
KUU,0
IXD,0
ZYL,0
RJH,0
JSR,0
CGP,0
CXB,0
IXR,0
IXS,0
IXB,0
AJL,0
IXA,0
PNH,0
TRR,0
UDR,0
STV,0
RAJ,0
JGA,0
JLR,0
BHU,0
BHO,0
BDQ,0
IXG,0
BHJ,0
IXU,0
REN,0
VOZ,0
SKD,0
BHK,0
PEE,0
MQF,0
CEK,0
STW,0
MCX,0
KEJ,0
BAX,0
ABA,0
MMK,0
SIP,0
BTK,0
PKC,0
PWE,0
GDX,0
AKX,0
PLX,0
PWQ,0
URA,0
OSS,0
DMB,0
EIS,0
AXA,0
EUX,0
BON,0
PSE,0
MAZ,0
BQN,0
SFG,0
VLV,0
SOM,0
STD,0
SNV,0
SVZ,0
PBL,0
PYH,0
MUN,0
MRD,0
LFR,0
LSP,0
CUM,0
CZE,0
CAJ,0
BRM,0
BNS,0
PIU,0
PEM,0
TCQ,0
TPP,0
TRU,0
TBP,0
JUL,0
ATA,0
ANS,0
AYP,0
CIX,0
PCL,0
SRE,0
POI,0
CIJ,0
VUP,0
AUC,0
TME,0
SMR,0
SJE,0
RCH,0
PVA,0
PSO,0
PPN,0
PCR,0
NVA,0
MZL,0
MVP,0
MTR,0
APO,0
IPI,0
IBE,0
GPI,0
FLA,0
EJA,0
CZU,0
TCO,0
CUC,0
BUN,0
BSC,0
BAQ,0
BGA,0
AXM,0
ETR,0
MEC,0
GPS,0
CUE,0
PZS,0
LSC,0
ZOS,0
BBA,0
ARI,0
BVH,0
UBA,0
URG,0
PAV,0
SJL,0
TUR,0
TBT,0
TMT,0
SJK,0
PET,0
NVT,0
MCP,0
MCZ,0
MOC,0
CPV,0
JOI,0
JPA,0
IOS,0
ITB,0
ATM,0
FEN,0
PPB,0
CZS,0
CXJ,0
CMG,0
CCM,0
XAP,0
CAC,0
BVB,0
ARU,0
AFL,0
AQA,0
CDJ,0
CPC,0
RSA,0
MDQ,0
RGA,0
PMY,0
VDM,0
EQS,0
JUJ,0
SLA,0
PSS,0
IGR,0
FMA,0
RES,0
LUQ,0
UAQ,0
TUC,0
IRJ,0
SDE,0
CTC,0
SFN,0
PRA,0
MPH,0
DGT,0
BCD,0
TAC,0
SJI,0
GES,0
PAG,0
,0
CBO,0
MMY,0
UEO,0
TAE,0
KPO,0
USN,0
RSU,0
KWJ,0
OIM,0
HAC,0
MSJ,0
AXT,0
HNA,0
TAK,0
TKS,0
TTJ,0
IZO,0
OKJ,0
HIJ,0
ASJ,0
KKJ,0
OIT,0
AKJ,0
MBE,0
TSJ,0
UBJ,0
IKI,0
WKJ,0
SHB,0
MMB,0
HKD,0
OBO,0
SHM,0
IBR,0
MMJ,0
TNN,0
TTT,0
KNH,0
YAP,0
KSA,0
CXI,0
ROP,0
BSR,0
RYK,0
PJG,0
MUX,0
MJD,0
GIL,0
GWD,0
LYP,0
SLL,0
KHS,0
FJR,0
AQJ,0
ACZ,0
AZD,0
RZR,0
XBJ,0
RAS,0
SDG,0
KSH,0
BDH,0
BUZ,0
MRX,0
ABD,0
YNB,0
EJH,0
TUI,0
TIF,0
TUU,0
SHW,0
RAE,0
RAH,0
AQI,0
EAM,0
HAS,0
URY,0
ELQ,0
GIZ,0
BHH,0
ABT,0
HOF,0
MZR,0
KDH,0
WAG,0
WSZ,0
WRE,0
WHK,0
BHE,0
TIU,0
TRG,0
ROT,0
ZQN,0
PPQ,0
IVC,0
NSN,0
NPL,0
KAT,0
KKE,0
HLZ,0
HKK,0
GIS,0
DUD,0
TUO,0
UVE,0
TOU,0
MEE,0
KNQ,0
MAU,0
MOZ,0
MVT,0
TKP,0
GMR,0
FAV,0
TIH,0
PPG,0
TBU,0
AIT,0
ZSA,0
MYG,0
SML,0
LGI,0
IGA,0
RSD,0
GHB,0
ELH,0
GGT,0
BIM,0
TCB,0
AXP,0
GAO,0
CMW,0
CAP,0
XQP,0
PMZ,0
NOB,0
GLF,0
DAV,0
CHX,0
MGA,0
ZLO,0
ZIH,0
ZCL,0
TAP,0
TAM,0
TGZ,0
TRC,0
SJD,0
REX,0
QRO,0
PXM,0
UPN,0
PDS,0
PBC,0
PAZ,0
OAX,0
NLD,0
MTT,0
MLM,0
MXL,0
MAM,0
LTO,0
BJX,0
LZC,0
SLW,0
CLQ,0
TPQ,0
DGO,0
CZM,0
CVM,0
CJS,0
CPE,0
CEN,0
CTM,0
CME,0
HUX,0
AGU,0
GJA,0
STI,0
XSC,0
KSC,0
TIV,0
TGD,0
GIB,0
BAL,0
VAN,0
ERZ,0
ERC,0
DIY,0
EZS,0
DLM,0
DNZ,0
ASR,0
VAS,0
MZH,0
,0
KYA,0
GZT,0
ACH,0
LUG,0
TSR,0
TGM,0
SUJ,0
SBZ,0
OMR,0
IAS,0
CRA,0
CLJ,0
CND,0
BAY,0
ARW,0
OMO,0
SJZ,0
PXO,0
PIX,0
GRW,0
SMA,0
LNZ,0
GRZ,0
SDV,0
HFA,0
BRQ,0
PED,0
OSR,0
KLV,0
PEG,0
RMI,0
BZO,0
CUF,0
PMF,0
REG,0
SUF,0
BDS,0
DEB,0
SKU,0
SMI,0
JSI,0
CHQ,0
GPA,0
JMK,0
KVA,0
KSO,0
IOA,0
AXD,0
FSP,0
FNI,0
TLN,0
DIJ,0
UIP,0
LAI,0
CFR,0
LRT,0
DOL,0
DNR,0
BES,0
TUF,0
XCR,0
LEH,0
BZR,0
PGF,0
CCF,0
EBU,0
AUR,0
ETZ,0
LPY,0
DLE,0
RDZ,0
BIQ,0
BVE,0
ANG,0
LDE,0
PUF,0
AGF,0
ZAZ,0
VGO,0
VLL,0
EAS,0
SLM,0
REU,0
PNA,0
MJV,0
GRX,0
LCG,0
BJZ,0
OVD,0
PDV,0
MYW,0
ARK,0
ELF,0
KME,0
LTD,0
AKF,0
GHT,0
LOK,0
KTL,0
KIS,0
LXR,0
HRG,0
ABS,0
BJM,0
ASO,0
MQX,0
JIM,0
GDQ,0
GMB,0
AXU,0
AMH,0
VXE,0
SNE,0
BVC,0
CSK,0
TNG,0
OZZ,0
OUD,0
ROB,0
MLW,0
SPC,0
VDE,0
MJM,0
GMA,0
MSU,0
BLZ,0
BUQ,0
PRI,0
VNX,0
UEL,0
VXC,0
INH,0
TMS,0
POG,0
LUO,0
SZA,0
VHC,0
SPP,0
MEG,0
SVP,0
NOV,0
CAB,0
SSY,0
FTU,0
NOS,0
MJN,0
ANM,0
WMR,0
MOQ,0
SMS,0
ZSE,0
MFU,0
NGE,0
MVR,0
RRG,0
BSG,0
BGF,0
MTS,0
BBK,0
FRW,0
UTT,0
UTN,0
RCB,0
PTG,0
PZB,0
PHW,0
PLZ,0
MGH,0
HLA,0
KIM,0
HDS,0
GRJ,0
ELS,0
BFN,0
RLG,0
NRK,0
LPI,0
VST,0
AJR,0
SFT,0
KRN,0
OER,0
KRF,0
EVG,0
KLR,0
KID,0
NYO,0
MXX,0
THN,0
JKG,0
RNB,0
SZZ,0
RZE,0
SKE,0
RRS,0
OLA,0
HAA,0
FRO,0
VDB,0
BDU,0
KRS,0
ANX,0
AES,0
FAE,0
SGD,0
RNN,0
KRP,0
WAT,0
KIR,0
NOC,0
ORK,0
TRE,0
DND,0
BEB,0
ILY,0
LSI,0
MME,0
CEG,0
HUY,0
BLK,0
SEN,0
ACI,0
BOH,0
GLO,0
LDY,0
VAA,0
TMP,0
SVL,0
RVN,0
OUL,0
MHQ,0
LPP,0
KUO,0
KAO,0
KOK,0
KAJ,0
KEM,0
JYV,0
JOE,0
TAY,0
URE,0
KSF,0
ZQW,0
AGB,0
PAD,0
LBC,0
XFW,0
MHG,0
SCN,0
ERF,0
DRS,0
OST,0
ANR,0
SFA,0
GAE,0
GAF,0
YOL,0
SKO,0
PHC,0
KAD,0
JOS,0
ILR,0
IBA,0
ENU,0
CBQ,0
BNI,0
TKD,0
NYI,0
TML,0
BOY,0
TGR,0
BSK,0
MUW,0
TLM,0
TID,0
HRM,0
TEE,0
AAE,0
DJG,0
BJA,0
ZFM,0
YZT,0
YZR,0
YZP,0
YYJ,0
YYH,0
YYG,0
YYF,0
YYD,0
YYB,0
YXY,0
YXX,0
YXU,0
YXT,0
YXH,0
YXE,0
YXC,0
YWL,0
YVM,0
YUY,0
YUX,0
YUT,0
YUB,0
YSY,0
YSJ,0
YQZ,0
YQY,0
YQX,0
YQU,0
YQR,0
YQL,0
YQF,0
YPR,0
YPN,0
YPL,0
YOJ,0
YLL,0
YKF,0
YKA,0
YJT,0
YHY,0
YHM,0
YHK,0
YGP,0
YGK,0
YFS,0
YFO,0
YFC,0
YDQ,0
YCG,0
YCD,0
YBR,0
YBK,0
YBC,0
IFJ,0
EGS,0
AEY,0
THU,0
GKA,0
